,date,value_JP90C000FHD2,value_JP90C000GKC6,value_JP90C000CMK4,value_JP90C000FHC4,value_JP90C0001R39,value_JP90C000ENC5,value_JP90C0009VE0,value_JP90C000EWV6,value_JP90C000H1T1,value_JP90C0008CH5,value_JP90C000CMF4,value_JP90C000F7H5,value_JP90C000BRT6,value_JP90C000ENA9,value_JP90C000E6Z0,value_JP90C000GMQ2,value_JP90C000G631,value_JP90C00081U4,value_JP90C000FCD3,value_JP90C000DVK3,value_JP90C0006026,value_JP90C000GMS8,value_JP90C000FXV1,value_JP90C0009ER8,value_JP90C000FQQ5,value_JP90C0006083,value_JP90C000C7B1,value_JP90C00055X2,value_JP90C000DXE2,value_JP90C000D1Y5,value_JP90C000B9U8,value_JP90C0008022,value_JP90C0006LC1,value_JP90C000F3F8,value_JP90C000FQR3,value_JP90C000DVX6,value_JP90C000FK44,value_JP90C0006LK4,value_JP90C0007DN3,value_JP90C0005Z76,value_JP90C0006LG2,value_JP90C000FED9,value_JP90C0007LN6,value_JP90C000FCE1,value_JP90C00035D6,value_JP90C000G7W3,value_JP90C00074E3,value_JP90C000A9Q7,value_JP90C000FK36,value_JP90C000FVY9,value_JP90C0009L37,value_JP90C000CZ57,value_JP90C000F7A0,value_JP90C000GMR0,value_JP90C000FN41,value_JP90C00091E7,value_JP90C00074C7,value_JP90C000FLL7,value_JP90C000D208,value_JP90C000F9M1,value_JP90C000FX80,value_JP90C000FX98,value_JP90C00009Y7,value_JP90C000F8M3,value_JP90C000FHZ5,value_JP90C000DVR8,value_JP90C00009X9,value_JP90C0006LD9,value_JP90C000ERE2,value_JP90C00055W4,value_JP90C0001QY5,value_JP90C000G672,value_JP90C0007DM5,value_JP90C0007DP8,value_JP90C000FBV7,value_JP90C00095F5,value_JP90C00021F1,value_JP90C000DVL1,value_JP90C000DVN7,value_JP90C000HZE8,value_JP90C00035E4,value_JP90C0003RS1,value_JP90C0003RT9,value_JP90C000FDM2,value_JP90C0003RR3,value_JP90C000FN33,value_JP90C000FFC8,value_JP90C000FLK9,value_JP90C000FNN9,value_JP90C00009Z4,value_JP90C000F9E8,value_JP90C0007DQ6,value_JP90C000A0B8,value_JP90C0001QZ2,value_JP90C000FN25,value_JP90C0001QL2,value_JP90C0002AA7,value_JP90C000FFX4,value_JP90C0006Y84,value_JP90C0007LP1,value_JP90C000FXB3,value_JP90C000F8P6,value_JP90C000FX72,value_JP90C000FJY4,value_JP90C0009L03,value_JP90C000DVM9,value_JP90C000F8D2,value_JP90C0001R05,value_JP90C000F8F7,value_JP90C000F9G3,value_JP90C000FD92,value_JP90C0006K23,value_JP90C000FNL3,value_JP90C000D216,value_JP90C000F8G5,value_JP90C000FJ05,value_JP90C000FSN8,value_JP90C000FH72,value_JP90C000F8K7,value_JP90C000CJS3,value_JP90C000G680,value_JP90C000AYS6,value_JP90C000F8H3,value_JP90C0001UW1,value_JP90C000FNM1,value_JP90C000F8E0,value_JP90C000G664,value_JP90C000C8G8,value_JP90C0001QU3,value_JP90C000D1Z2,value_JP90C000FS95,value_JP90C0001UV3,value_JP90C000GV99,value_JP90C000F9K5,value_JP90C000FXA5,value_JP90C000FSP3,value_JP90C000GVW1,value_JP90C000F8N1,value_JP90C000D1X7,value_JP90C000A808,value_JP90C000GV81,value_JP90C0005FR3,value_JP90C0002MF1,value_JP90C000F8L5,value_JP90C0005FS1,value_JP90C000FNK5,value_JP90C000GB28,value_JP90C000FHF7,value_JP90C0001UU5,value_JP90C000F8Q4,value_JP90C000FHE0,value_JP90C000FHG5
2783,2011-06-06,,,,,9371.0,,,,,,,,,,,,,,,,13129.0,,,,,12330.0,,6882.0,,,,,9392.0,,,,,10720.0,9388.0,18535.0,10563.0,,9538.0,,12073,,9986.0,,,,,,,,,,11224.0,,,,,,8925.0,,,,9756.0,9262.0,,6012.0,11535.0,,9381.0,10597.0,,,8685.0,,,,7766,10009.0,9396.0,,10348.0,,,,,8042.0,,10154.0,,11716.0,,6654.0,6117.0,,10022.0,9622.0,,,,,,,,11751.0,,,,10358.0,,,,,,,,,,,,9046.0,,,,,10072.0,,,7932.0,,,,,,,,,,8444.0,5706.0,,8409.0,,,,7159.0,,,
2784,2011-06-07,,,,,9433.0,,,,,,,,,,,,,,,,13052.0,,,,,12443.0,,6812.0,,,,,9453.0,,,,,10630.0,9451.0,18382.0,10455.0,,9433.0,,11949,,10051.0,,,,,,,,,,11112.0,,,,,,8927.0,,,,9751.0,9329.0,,6055.0,11491.0,,9447.0,10488.0,,,8742.0,,,,7656,10003.0,9397.0,,10341.0,,,,,8050.0,,10080.0,,11649.0,,6702.0,6156.0,,9963.0,9474.0,,,,,,,,11661.0,,,,10251.0,,,,,,,,,,,,9038.0,,,,,10145.0,,,7926.0,,,,,,,,,,8434.0,5736.0,,8398.0,,,,7151.0,,,
2785,2011-06-08,,,,,9440.0,,,,,,,,,,,,,,,,13072.0,,,,,12429.0,,6815.0,,,,,9460.0,,,,,10680.0,9458.0,18446.0,10459.0,,9450.0,,12026,,10058.0,,,,,,,,,,11123.0,,,,,,8931.0,,,,9755.0,9336.0,,6060.0,11483.0,,9456.0,10491.0,,,8745.0,,,,7645,10009.0,9403.0,,10347.0,,,,,8055.0,,10119.0,,11640.0,,6707.0,6162.0,,9975.0,9573.0,,,,,,,,11653.0,,,,10254.0,,,,,,,,,,,,9045.0,,,,,10172.0,,,7933.0,,,,,,,,,,8439.0,5739.0,,8403.0,,,,7157.0,,,
2786,2011-06-09,,,,,9457.0,,,,,,,,,,,,,,,,13004.0,,,,,12445.0,,6751.0,,,,,9477.0,,,,,10589.0,9475.0,18295.0,10360.0,,9360.0,,11875,,10076.0,,,,,,,,,,11020.0,,,,,,8914.0,,,,9746.0,9320.0,,6049.0,11489.0,,9439.0,10393.0,,,8735.0,,,,7576,9988.0,9375.0,,10337.0,,,,,8032.0,,10036.0,,11646.0,,6695.0,6173.0,,9919.0,9476.0,,,,,,,,11659.0,,,,10158.0,,,,,,,,,,,,9019.0,,,,,10134.0,,,7897.0,,,,,,,,,,8412.0,5727.0,,8375.0,,,,7114.0,,,
2787,2011-06-10,,,,,9504.0,,,,,,,,,,,,,,,,13054.0,,,,,12463.0,,6814.0,,,,,9524.0,,,,,10617.0,9522.0,18338.0,10458.0,,9449.0,,11939,,10125.0,,,,,,,,,,11113.0,,,,,,8942.0,,,,9763.0,9368.0,,6081.0,11476.0,,9489.0,10491.0,,,8755.0,,,,7670,10019.0,9417.0,,10354.0,,,,,8068.0,,10059.0,,11620.0,,6730.0,6201.0,,9964.0,9572.0,,,,,,,,11618.0,,,,10254.0,,,,,,,,,,,,9047.0,,,,,10190.0,,,7934.0,,,,,,,,,,8445.0,5746.0,,8410.0,,,,7159.0,,,
2788,2011-06-13,,,,,9438.0,,,,,,,,,,,,,,,,12939.0,,,,,12433.0,,6705.0,,,,,9458.0,,,,,10478.0,9456.0,18103.0,10291.0,,9294.0,,11659,,10056.0,,,,,,,,,,10940.0,,,,,,8897.0,,,,9730.0,9310.0,,6043.0,11497.0,,9429.0,10323.0,,,8700.0,,,,7561,9965.0,9350.0,,10319.0,,,,,8014.0,,9940.0,,11658.0,,6689.0,6159.0,,9850.0,9390.0,,,,,,,,11675.0,,,,10090.0,,,,,,,,,,,,8990.0,,,,,10118.0,,,7865.0,,,,,,,,,,8389.0,5701.0,,8350.0,,,,7081.0,,,
2789,2011-06-14,,,,,9537.0,,,,,,,,,,,,,,,,12921.0,,,,,12496.0,,6695.0,,,,,9557.0,,,,,10425.0,9554.0,18005.0,10274.0,,9276.0,,11682,,10160.0,,,,,,,,,,10917.0,,,,,,8934.0,,,,9751.0,9432.0,,6122.0,11456.0,,9552.0,10307.0,,,8788.0,,,,7535,9997.0,9398.0,,10339.0,,,,,8062.0,,9882.0,,11593.0,,6775.0,6222.0,,9859.0,9355.0,,,,,,,,11586.0,,,,10074.0,,,,,,,,,,,,9005.0,,,,,10258.0,,,7885.0,,,,,,,,,,8417.0,5769.0,,8379.0,,,,7104.0,,,
2790,2011-06-15,,,,,9564.0,,,,,,,,,,,,,,,,13036.0,,,,,12534.0,,6808.0,,,,,9584.0,,,,,10576.0,9580.0,18255.0,10449.0,,9439.0,,11878,,10190.0,,,,,,,,,,11099.0,,,,,,8964.0,,,,9773.0,9452.0,,6135.0,11478.0,,9572.0,10482.0,,,8812.0,,,,7680,10036.0,9446.0,,10361.0,,,,,8100.0,,10014.0,,11630.0,,6790.0,6241.0,,9969.0,9549.0,,,,,,,,11638.0,,,,10244.0,,,,,,,,,,,,9046.0,,,,,10280.0,,,7936.0,,,,,,,,,,8463.0,5781.0,,8427.0,,,,7164.0,,,
2791,2011-06-16,,,,,9401.0,,,,,,,,,,,,,,,,12937.0,,,,,12372.0,,6701.0,,,,,9420.0,,,,,10511.0,9418.0,18158.0,10284.0,,9287.0,,11609,,10017.0,,,,,,,,,,10939.0,,,,,,8900.0,,,,9736.0,9311.0,,6044.0,11505.0,,9430.0,10317.0,,,8675.0,,,,7566,9966.0,9347.0,,10323.0,,,,,8014.0,,9971.0,,11680.0,,6689.0,6135.0,,9858.0,9381.0,,,,,,,,11709.0,,,,10083.0,,,,,,,,,,,,8981.0,,,,,10122.0,,,7850.0,,,,,,,,,,8388.0,5690.0,,8350.0,,,,7065.0,,,
2792,2011-06-17,,,,,9341.0,,,,,,,,,,,,,,,,12847.0,,,,,12280.0,,6659.0,,,,,9360.0,,,,,10335.0,9359.0,17851.0,10221.0,,9218.0,,11501,,9951.0,,,,,,,,,,10855.0,,,,,,8862.0,,,,9710.0,9232.0,,5992.0,11459.0,,9350.0,10253.0,,,8599.0,,,,7534,9926.0,9296.0,,10295.0,,,,,7968.0,,9796.0,,11594.0,,6632.0,6095.0,,9814.0,9253.0,,,,,,,,11585.0,,,,10019.0,,,,,,,,,,,,8937.0,,,,,10032.0,,,7797.0,,,,,,,,,,8350.0,5646.0,,8310.0,,,,7007.0,,,
2793,2011-06-20,,,,,9344.0,,,,,,,,,,,,,,,,12805.0,,,,,12293.0,,6646.0,,,,,9363.0,,,,,10245.0,9360.0,17684.0,10200.0,,9198.0,,11539,,9954.0,,,,,,,,,,10822.0,,,,,,8863.0,,,,9710.0,9247.0,,6002.0,11426.0,,9365.0,10231.0,,,8582.0,,,,7503,9925.0,9295.0,,10293.0,,,,,7969.0,,9706.0,,11546.0,,6643.0,6097.0,,9797.0,9221.0,,,,,,,,11521.0,,,,9999.0,,,,,,,,,,,,8926.0,,,,,10054.0,,,7782.0,,,,,,,,,,8344.0,5642.0,,8304.0,,,,6995.0,,,
2794,2011-06-21,,,,,9449.0,,,,,,,,,,,,,,,,12824.0,,,,,12444.0,,6661.0,,,,,9468.0,,,,,10207.0,9466.0,17623.0,10222.0,,9212.0,,11484,,10067.0,,,,,,,,,,10836.0,,,,,,8903.0,,,,9736.0,9350.0,,6069.0,11421.0,,9469.0,10255.0,,,8677.0,,,,7536,9964.0,9348.0,,10321.0,,,,,8019.0,,9667.0,,11542.0,,6716.0,6164.0,,9837.0,9194.0,,,,,,,,11518.0,,,,10022.0,,,,,,,,,,,,8957.0,,,,,10169.0,,,7823.0,,,,,,,,,,8382.0,5710.0,,8342.0,,,,7037.0,,,
2795,2011-06-22,,,,,9618.0,,,,,,,,,,,,,,,,12938.0,,,,,12603.0,,6770.0,,,,,9637.0,,,,,10359.0,9635.0,17880.0,10391.0,,9362.0,,11685,,10247.0,,,,,,,,,,11012.0,,,,,,8977.0,,,,9786.0,9500.0,,6166.0,11453.0,,9621.0,10423.0,,,8828.0,,,,7666,10046.0,9455.0,,10373.0,,,,,8111.0,,9800.0,,11589.0,,6824.0,6273.0,,9947.0,9338.0,,,,,,,,11579.0,,,,10187.0,,,,,,,,,,,,9033.0,,,,,10340.0,,,7915.0,,,,,,,,,,8461.0,5799.0,,8425.0,,,,7144.0,,,
2796,2011-06-23,,,,,9585.0,,,,,,,,,,,,,,,,12929.0,,,,,12523.0,,6745.0,,,,,9605.0,,,,,10388.0,9602.0,17931.0,10351.0,,9324.0,,11634,,10213.0,,,,,,,,,,10981.0,,,,,,8960.0,,,,9777.0,9462.0,,6141.0,11512.0,,9583.0,10385.0,,,8790.0,,,,7642,10028.0,9431.0,,10364.0,,,,,8089.0,,9838.0,,11685.0,,6797.0,6255.0,,9920.0,9280.0,,,,,,,,11712.0,,,,10149.0,,,,,,,,,,,,9014.0,,,,,10286.0,,,7891.0,,,,,,,,,,8443.0,5773.0,,8406.0,,,,7116.0,,,
2797,2011-06-24,,,,,9667.0,,,,,,,,,,,,,,,,12886.0,,,,,12611.0,,6688.0,,,,,9687.0,,,,,10320.0,9684.0,17809.0,10266.0,,9256.0,,11412,,10299.0,,,,,,,,,,10894.0,,,,,,8981.0,,,,9791.0,9549.0,,6198.0,11500.0,,9671.0,10298.0,,,8873.0,,,,7639,10044.0,9454.0,,10380.0,,,,,8114.0,,9775.0,,11663.0,,6859.0,6307.0,,9878.0,9268.0,,,,,,,,11681.0,,,,10064.0,,,,,,,,,,,,9037.0,,,,,10385.0,,,7918.0,,,,,,,,,,8454.0,5826.0,,8414.0,,,,7141.0,,,
2798,2011-06-27,,,,,9567.0,,,,,,,,,,,,,,,,12866.0,,,,,12511.0,,6645.0,,,,,9586.0,,,,,10402.0,9585.0,17974.0,10199.0,,9212.0,,11316,,10194.0,,,,,,,,,,10846.0,,,,,,8943.0,,,,9768.0,9463.0,,6142.0,11520.0,,9583.0,10231.0,,,8794.0,,,,7553,10004.0,9399.0,,10355.0,,,,,8066.0,,9861.0,,11682.0,,6798.0,6244.0,,9832.0,9313.0,,,,,,,,11699.0,,,,9999.0,,,,,,,,,,,,9005.0,,,,,10295.0,,,7876.0,,,,,,,,,,8414.0,5774.0,,8372.0,,,,7094.0,,,
2799,2011-06-28,,,,,9646.0,,,,,,,,,,,,,,,,12913.0,,,,,12589.0,,6696.0,,,,,9665.0,,,,,10411.0,9662.0,17979.0,10277.0,,9286.0,,11433,,10276.0,,,,,,,,,,10917.0,,,,,,8978.0,,,,9793.0,9524.0,,6182.0,11490.0,,9646.0,10310.0,,,8843.0,,,,7610,10043.0,9447.0,,10382.0,,,,,8108.0,,9855.0,,11634.0,,6842.0,6292.0,,9886.0,9410.0,,,,,,,,11632.0,,,,10075.0,,,,,,,,,,,,9043.0,,,,,10374.0,,,7921.0,,,,,,,,,,8453.0,5816.0,,8413.0,,,,7142.0,,,
2800,2011-06-29,,,,,9793.0,,,,,,,,,,,,,,,,13028.0,,,,,12743.0,,6799.0,,,,,9812.0,,,,,10545.0,9812.0,18206.0,10434.0,,9432.0,,11592,,10433.0,,,,,,,,,,11080.0,,,,,,9049.0,,,,9836.0,9682.0,,6285.0,11521.0,,9804.0,10468.0,,,8985.0,,,,7758,10120.0,9553.0,,10429.0,,,,,8200.0,,9970.0,,11679.0,,6955.0,6388.0,,9998.0,9579.0,,,,,,,,11692.0,,,,10229.0,,,,,,,,,,,,9118.0,,,,,10541.0,,,8018.0,,,,,,,,,,8531.0,5917.0,,8495.0,,,,7253.0,,,
2801,2011-06-30,,,,,9812.0,,,,,,,,,,,,,,,,13099.0,,,,,12800.0,,6878.0,,,,,9832.0,,,,,10629.0,9831.0,18358.0,10557.0,,9533.0,,11855,,10454.0,,,,,,,,,,11204.0,,,,,,9082.0,,,,9855.0,9740.0,,6322.0,11576.0,,9864.0,10590.0,,,9032.0,,,,7815,10159.0,9605.0,,10449.0,,,,,8243.0,,10055.0,,11773.0,,6997.0,6401.0,,10069.0,9628.0,,,,,,,,11824.0,,,,10349.0,,,,,,,,,,,,9143.0,,,,,10616.0,,,8050.0,,,,,,,,,,8570.0,5946.0,,8537.0,,,,7294.0,,,
2802,2011-07-01,,,,,9864.0,,,,,,,,,,,,,,,,13188.0,,,,,12827.0,,6966.0,,,,,9884.0,,,,,10752.0,9882.0,18577.0,10690.0,,9655.0,,12055,,10508.0,,,,,,,,,,11344.0,,,,,,9118.0,,,,9880.0,9794.0,,6356.0,11599.0,,9917.0,10723.0,,,9090.0,,,,7899,10202.0,9660.0,,10475.0,,,,,8288.0,,10171.0,,11819.0,,7035.0,6432.0,,10142.0,9757.0,,,,,,,,11892.0,,,,10480.0,,,,,,,,,,,,9178.0,,,,,10677.0,,,8093.0,,,,,,,,,,8613.0,5987.0,,8584.0,,,,7344.0,,,
2803,2011-07-04,,,,,9961.0,,,,,,,,,,,,,,,,13282.0,,,,,12933.0,,7043.0,,,,,9981.0,,,,,10862.0,9980.0,18765.0,10809.0,,9761.0,,12238,,10611.0,,,,,,,,,,11468.0,,,,,,9171.0,,,,9912.0,9911.0,,6433.0,11628.0,,10036.0,10843.0,,,9183.0,,,,8015,10259.0,9738.0,,10510.0,,,,,8357.0,,10265.0,,11870.0,,7120.0,6497.0,,10232.0,9858.0,,,,,,,,11966.0,,,,10597.0,,,,,,,,,,,,9228.0,,,,,10807.0,,,8157.0,,,,,,,,,,8672.0,6061.0,,8646.0,,,,7417.0,,,
2804,2011-07-05,,,,,9968.0,,,,,,,,,,,,,,,,13314.0,,,,,12933.0,,7058.0,,,,,9988.0,,,,,10968.0,9985.0,18927.0,10831.0,,9780.0,,12295,,10619.0,,,,,,,,,,11505.0,,,,,,9176.0,,,,9913.0,9924.0,,6441.0,11670.0,,10048.0,10864.0,,,9181.0,,,,8023,10264.0,9747.0,,10510.0,,,,,8366.0,,10374.0,,11941.0,,7128.0,6500.0,,10246.0,9869.0,,,,,,,,12065.0,,,,10618.0,,,,,,,,,,,,9235.0,,,,,10828.0,,,8169.0,,,,,,,,,,8679.0,6072.0,,8653.0,,,,7431.0,,,
2805,2011-07-06,,,,,10079.0,,,,,,,,,,,,,,,,13303.0,,,,,13068.0,,7049.0,,,,,10098.0,,,,,10945.0,10097.0,18908.0,10816.0,,9773.0,,12210,,10737.0,,,,,,,,,,11488.0,,,,,,9203.0,,,,9927.0,10019.0,,6503.0,11673.0,,10146.0,10851.0,,,9279.0,,,,8036,10287.0,9784.0,,10524.0,,,,,8403.0,,10348.0,,11949.0,,7197.0,6573.0,,10257.0,9893.0,,,,,,,,12078.0,,,,10605.0,,,,,,,,,,,,9260.0,,,,,10929.0,,,8204.0,,,,,,,,,,8701.0,6135.0,,8675.0,,,,7470.0,,,
2806,2011-07-07,,,,,10067.0,,,,,,,,,,,,,,,,13270.0,,,,,13033.0,,7030.0,,,,,10087.0,,,,,10918.0,10085.0,18866.0,10789.0,,9749.0,,12036,,10725.0,,,,,,,,,,11459.0,,,,,,9185.0,,,,9915.0,9984.0,,6480.0,11688.0,,10109.0,10822.0,,,9265.0,,,,8048,10268.0,9759.0,,10509.0,,,,,8381.0,,10323.0,,11976.0,,7171.0,6567.0,,10241.0,9875.0,,,,,,,,12117.0,,,,10577.0,,,,,,,,,,,,9250.0,,,,,10892.0,,,8192.0,,,,,,,,,,8680.0,6117.0,,8655.0,,,,7460.0,,,
2807,2011-07-08,,,,,10134.0,,,,,,,,,,,,,,,,13380.0,,,,,13110.0,,7119.0,,,,,10154.0,,,,,11037.0,10151.0,19070.0,10924.0,,9877.0,,12151,,10797.0,,,,,,,,,,11600.0,,,,,,9220.0,,,,9939.0,10027.0,,6508.0,11669.0,,10154.0,10960.0,,,9295.0,,,,8165,10311.0,9812.0,,10536.0,,,,,8423.0,,10434.0,,11951.0,,7203.0,6612.0,,10330.0,10037.0,,,,,,,,12087.0,,,,10710.0,,,,,,,,,,,,9294.0,,,,,10932.0,,,8245.0,,,,,,,,,,8724.0,6144.0,,8701.0,,,,7521.0,,,
2808,2011-07-11,,,,,10064.0,,,,,,,,,,,,,,,,13224.0,,,,,13049.0,,6996.0,,,,,10085.0,,,,,10896.0,10083.0,18834.0,10738.0,,9711.0,,11854,,10723.0,,,,,,,,,,11410.0,,,,,,9177.0,,,,9913.0,9979.0,,6477.0,11702.0,,10105.0,10771.0,,,9228.0,,,,8038,10257.0,9742.0,,10503.0,,,,,8368.0,,10300.0,,12004.0,,7168.0,6566.0,,10206.0,9888.0,,,,,,,,12158.0,,,,10527.0,,,,,,,,,,,,9235.0,,,,,10874.0,,,8168.0,,,,,,,,,,8660.0,6112.0,,8634.0,,,,7439.0,,,
2809,2011-07-12,,,,,9921.0,,,,,,,,,,,,,,,,12973.0,,,,,12900.0,,6807.0,,,,,9940.0,,,,,10619.0,9939.0,18331.0,10449.0,,9434.0,,11422,,10569.0,,,,,,,,,,11105.0,,,,,,9087.0,,,,9856.0,9831.0,,6381.0,11658.0,,9956.0,10479.0,,,9080.0,,,,7811,10153.0,9605.0,,10438.0,,,,,8253.0,,10051.0,,11935.0,,7062.0,6470.0,,10023.0,9529.0,,,,,,,,12064.0,,,,10241.0,,,,,,,,,,,,9128.0,,,,,10704.0,,,8031.0,,,,,,,,,,8546.0,6010.0,,8514.0,,,,7290.0,,,
2810,2011-07-13,,,,,9958.0,,,,,,,,,,,,,,,,12819.0,,,,,12924.0,,6712.0,,,,,9978.0,,,,,10366.0,9977.0,17890.0,10302.0,,9292.0,,11250,,10608.0,,,,,,,,,,10933.0,,,,,,9073.0,,,,9843.0,9869.0,,6405.0,11576.0,,9993.0,10333.0,,,9130.0,,,,7711,10127.0,9579.0,,10418.0,,,,,8239.0,,9802.0,,11802.0,,7089.0,6493.0,,9935.0,9332.0,,,,,,,,11882.0,,,,10098.0,,,,,,,,,,,,9099.0,,,,,10751.0,,,7997.0,,,,,,,,,,8514.0,6035.0,,8480.0,,,,7255.0,,,
2811,2011-07-14,,,,,9932.0,,,,,,,,,,,,,,,,12820.0,,,,,12855.0,,6720.0,,,,,9951.0,,,,,10416.0,9948.0,17968.0,10317.0,,9310.0,,11407,,10579.0,,,,,,,,,,10954.0,,,,,,9066.0,,,,9844.0,9827.0,,6378.0,11549.0,,9950.0,10347.0,,,9113.0,,,,7678,10123.0,9567.0,,10419.0,,,,,8225.0,,9852.0,,11768.0,,7059.0,6477.0,,9919.0,9374.0,,,,,,,,11841.0,,,,10112.0,,,,,,,,,,,,9099.0,,,,,10704.0,,,7991.0,,,,,,,,,,8507.0,6015.0,,8473.0,,,,7248.0,,,
2812,2011-07-15,,,,,9970.0,,,,,,,,,,,,,,,,12822.0,,,,,12884.0,,6695.0,,,,,9989.0,,,,,10434.0,9986.0,17992.0,10277.0,,9276.0,,11343,,10619.0,,,,,,,,,,10921.0,,,,,,9068.0,,,,9841.0,9855.0,,6397.0,11547.0,,9979.0,10308.0,,,9128.0,,,,7644,10121.0,9569.0,,10417.0,,,,,8230.0,,9871.0,,11759.0,,7078.0,6501.0,,9901.0,9352.0,,,,,,,,11826.0,,,,10073.0,,,,,,,,,,,,9092.0,,,,,10723.0,,,7985.0,,,,,,,,,,8506.0,6024.0,,8471.0,,,,7237.0,,,
2813,2011-07-19,,,,,9884.0,,,,,,,,,,,,,,,,12724.0,,,,,12783.0,,6617.0,,,,,9903.0,,,,,10307.0,9902.0,17790.0,10159.0,,9171.0,,11027,,10530.0,,,,,,,,,,10794.0,,,,,,9032.0,,,,9821.0,9790.0,,6354.0,11547.0,,9914.0,10189.0,,,9092.0,,,,7635,10078.0,9511.0,,10391.0,,,,,8183.0,,9749.0,,11759.0,,7032.0,6447.0,,9828.0,9265.0,,,,,,,,11826.0,,,,9956.0,,,,,,,,,,,,9054.0,,,,,10659.0,,,7935.0,,,,,,,,,,8461.0,5986.0,,8424.0,,,,7184.0,,,
2814,2011-07-20,,,,,10001.0,,,,,,,,,,,,,,,,12858.0,,,,,12868.0,,6729.0,,,,,10020.0,,,,,10416.0,10018.0,17964.0,10330.0,,9326.0,,11223,,10654.0,,,,,,,,,,10966.0,,,,,,9084.0,,,,9856.0,9869.0,,6406.0,11516.0,,9994.0,10362.0,,,9154.0,,,,7783,10141.0,9590.0,,10433.0,,,,,8247.0,,9840.0,,11706.0,,7089.0,6523.0,,9948.0,9413.0,,,,,,,,11752.0,,,,10125.0,,,,,,,,,,,,9113.0,,,,,10741.0,,,8010.0,,,,,,,,,,8526.0,6035.0,,8492.0,,,,7265.0,,,
2815,2011-07-21,,,,,10005.0,,,,,,,,,,,,,,,,12846.0,,,,,12853.0,,6736.0,,,,,10024.0,,,,,10425.0,10021.0,17982.0,10341.0,,9330.0,,11344,,10657.0,,,,,,,,,,10978.0,,,,,,9079.0,,,,9849.0,9863.0,,6402.0,11567.0,,9988.0,10372.0,,,9140.0,,,,7731,10133.0,9583.0,,10422.0,,,,,8244.0,,9851.0,,11784.0,,7085.0,6525.0,,9950.0,9388.0,,,,,,,,11856.0,,,,10135.0,,,,,,,,,,,,9095.0,,,,,10723.0,,,7990.0,,,,,,,,,,8521.0,6026.0,,8487.0,,,,7248.0,,,
2816,2011-07-22,,,,,10127.0,,,,,,,,,,,,,,,,12938.0,,,,,12983.0,,6829.0,,,,,10146.0,,,,,10495.0,10144.0,18088.0,10483.0,,9460.0,,11560,,10789.0,,,,,,,,,,11117.0,,,,,,9132.0,,,,9885.0,9963.0,,6466.0,11555.0,,10088.0,10514.0,,,9232.0,,,,7816,10194.0,9663.0,,10462.0,,,,,8311.0,,9904.0,,11777.0,,7155.0,6604.0,,10041.0,9524.0,,,,,,,,11852.0,,,,10274.0,,,,,,,,,,,,9152.0,,,,,10838.0,,,8061.0,,,,,,,,,,8582.0,6099.0,,8551.0,,,,7326.0,,,
2817,2011-07-25,,,,,10044.0,,,,,,,,,,,,,,,,12918.0,,,,,12883.0,,6824.0,,,,,10063.0,,,,,10515.0,10060.0,18123.0,10476.0,,9451.0,,11590,,10699.0,,,,,,,,,,11113.0,,,,,,9106.0,,,,9869.0,9884.0,,6415.0,11601.0,,10009.0,10507.0,,,9166.0,,,,7813,10169.0,9627.0,,10446.0,,,,,8275.0,,9929.0,,11850.0,,7099.0,6550.0,,10025.0,9499.0,,,,,,,,11953.0,,,,10268.0,,,,,,,,,,,,9127.0,,,,,10753.0,,,8030.0,,,,,,,,,,8557.0,6049.0,,8526.0,,,,7295.0,,,
2818,2011-07-26,,,,,10092.0,,,,,,,,,,,,,,,,12875.0,,,,,12889.0,,6780.0,,,,,10111.0,,,,,10473.0,10110.0,18050.0,10409.0,,9395.0,,11591,,10751.0,,,,,,,,,,11046.0,,,,,,9111.0,,,,9870.0,9932.0,,6446.0,11582.0,,10057.0,10441.0,,,9211.0,,,,7760,10170.0,9632.0,,10446.0,,,,,8283.0,,9889.0,,11820.0,,7133.0,6582.0,,9983.0,9466.0,,,,,,,,11912.0,,,,10203.0,,,,,,,,,,,,9127.0,,,,,10805.0,,,8030.0,,,,,,,,,,8553.0,6079.0,,8521.0,,,,7296.0,,,
2819,2011-07-27,,,,,10041.0,,,,,,,,,,,,,,,,12869.0,,,,,12817.0,,6749.0,,,,,10060.0,,,,,10485.0,10058.0,18082.0,10362.0,,9354.0,,11616,,10697.0,,,,,,,,,,11006.0,,,,,,9081.0,,,,9854.0,9852.0,,6395.0,11580.0,,9977.0,10393.0,,,9168.0,,,,7697,10141.0,9590.0,,10430.0,,,,,8244.0,,9901.0,,11817.0,,7076.0,6547.0,,9955.0,9436.0,,,,,,,,11909.0,,,,10156.0,,,,,,,,,,,,9103.0,,,,,10710.0,,,7998.0,,,,,,,,,,8525.0,6042.0,,8491.0,,,,7254.0,,,
